Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Scenarios,Chrome 127.0.0.0,,,13-08-2024 23:58:36,13-08-2024 23:59:36,59.830s,PASSED
,,,,,,,
Test Cases/Login/L001_Register User,Chrome 127.0.0.0,Register User for the application,,13-08-2024 23:58:36,13-08-2024 23:59:18,42.032s,PASSED
file = new java.io.FileInputStream(new java.io.File((java.lang.System.getProperty(user.dir) + \Data Files\dataFile.xlsx))),Chrome 127.0.0.0,,,13-08-2024 23:58:36,13-08-2024 23:58:37,0.032s,PASSED
workbook = new org.apache.poi.xssf.usermodel.XSSFWorkbook(file),Chrome 127.0.0.0,,,13-08-2024 23:58:37,13-08-2024 23:58:37,0.544s,PASSED
sheet = workbook.getSheetAt(0),Chrome 127.0.0.0,,,13-08-2024 23:58:37,13-08-2024 23:58:37,0.012s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,Launch browser,,13-08-2024 23:58:37,13-08-2024 23:58:40,3.108s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,13-08-2024 23:58:40,13-08-2024 23:58:40,0.121s,PASSED
"navigateToUrl(""http://automationexercise.com/"")",Chrome 127.0.0.0,Navigate to url http://automationexercise.com,,13-08-2024 23:58:40,13-08-2024 23:58:44,3.613s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Login/Menu_Home""), Long_Timeout)",Chrome 127.0.0.0,Verify that home page is visible successfully,,13-08-2024 23:58:44,13-08-2024 23:58:45,1.435s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Login/Menu_Home""), ""style"", ""color: orange;"", Short_Timeout)",Chrome 127.0.0.0,,,13-08-2024 23:58:45,13-08-2024 23:58:46,0.365s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Login/img_Home""), OPTIONAL)",Chrome 127.0.0.0,,,13-08-2024 23:58:46,13-08-2024 23:58:46,0.390s,PASSED
"click(findTestObject(""Object Repository/Login/btn_Signup-Login""))",Chrome 127.0.0.0,"Click on ""Signup / Login"" button",,13-08-2024 23:58:46,13-08-2024 23:58:48,1.776s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/Verify_NewUserSignup""), ""New User Signup!"")",Chrome 127.0.0.0,"Verify ""New User Signup!"" is visible",,13-08-2024 23:58:48,13-08-2024 23:58:49,0.664s,PASSED
"setText(findTestObject(""Object Repository/Login/txt_Name""), ""KBC Automation"")",Chrome 127.0.0.0,"Enter ""Name""",,13-08-2024 23:58:49,13-08-2024 23:58:50,1.196s,PASSED
random = Math.random() * 1000,Chrome 127.0.0.0,"Enter ""Email"" Address",,13-08-2024 23:58:50,13-08-2024 23:58:50,0.049s,PASSED
myDateObj = LocalDateTime.now(),Chrome 127.0.0.0,,,13-08-2024 23:58:50,13-08-2024 23:58:50,0.017s,PASSED
"out.println(""Before formatting: "" + myDateObj)",Chrome 127.0.0.0,,,13-08-2024 23:58:50,13-08-2024 23:58:50,0.023s,PASSED
"myFormatObj = DateTimeFormatter.ofPattern(""ddMMyyyy"")",Chrome 127.0.0.0,,,13-08-2024 23:58:50,13-08-2024 23:58:50,0.020s,PASSED
formattedDate = myDateObj.format(myFormatObj),Chrome 127.0.0.0,,,13-08-2024 23:58:50,13-08-2024 23:58:50,0.010s,PASSED
"setText(findTestObject(""Object Repository/Login/txt_Email""), ""Test"" + formattedDate + ""@"" + random + "".com"")",Chrome 127.0.0.0,,,13-08-2024 23:58:50,13-08-2024 23:58:51,0.872s,PASSED
"createCell(0).setCellValue(""Test"" + formattedDate + ""@"" + random + "".com"")",Chrome 127.0.0.0,Write data to excel for email,,13-08-2024 23:58:51,13-08-2024 23:58:51,0.128s,PASSED
"click(findTestObject(""Object Repository/Login/btn_SignUp""))",Chrome 127.0.0.0,"Click ""Signup"" button",,13-08-2024 23:58:51,13-08-2024 23:58:53,2.180s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Login/txt_Name""), ""value"", ""KBC Automation"", Short_Timeout)",Chrome 127.0.0.0,"Verify that ""ENTER ACCOUNT INFORMATION"" is visible",,13-08-2024 23:58:53,13-08-2024 23:58:54,1.034s,PASSED
"verifyElementAttributeValue(findTestObject(""Object Repository/Account Info/verify_Email""), ""value"", ""Test"" + formattedDate + ""@"" + random + "".com"", Short_Timeout)",Chrome 127.0.0.0,,,13-08-2024 23:58:54,13-08-2024 23:58:54,0.326s,PASSED
"check(findTestObject(""Object Repository/Account Info/radiobtn_Title""))",Chrome 127.0.0.0,"Select the ""Title""",,13-08-2024 23:58:54,13-08-2024 23:58:55,0.468s,PASSED
"setText(findTestObject(""Object Repository/Account Info/txt_Password""), ""Test"" + formattedDate + ""@"" + random)",Chrome 127.0.0.0,"Set the ""Password"" for our logged in user",,13-08-2024 23:58:55,13-08-2024 23:58:56,0.896s,PASSED
"createCell(1).setCellValue(""Test"" + formattedDate + ""@"" + random)",Chrome 127.0.0.0,Write data to excel for email,,13-08-2024 23:58:56,13-08-2024 23:58:56,0.005s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Account Info/drp_days""), ""21"", false)",Chrome 127.0.0.0,Set The Date of Birth,,13-08-2024 23:58:56,13-08-2024 23:58:57,0.728s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Account Info/drp_Month""), Short_Timeout)",Chrome 127.0.0.0,,,13-08-2024 23:58:57,13-08-2024 23:58:57,0.362s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Account Info/drp_Month""), ""3"", false)",Chrome 127.0.0.0,,,13-08-2024 23:58:57,13-08-2024 23:58:58,0.760s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Account Info/drp_Year""), ""2002"", false)",Chrome 127.0.0.0,,,13-08-2024 23:58:58,13-08-2024 23:58:58,0.773s,PASSED
"scrollToElement(findTestObject(""Object Repository/Account Info/checkbox_signUpNews""), Short_Timeout)",Chrome 127.0.0.0,"Select checkbox ""Sign up for our newsletter!""",,13-08-2024 23:58:58,13-08-2024 23:58:59,0.417s,PASSED
